brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price
SHOXLAB,M15R5,15.6 Inches,Dark Side of the Moon with High Endurance Clear Coat and Silky Smooth Finish,1 TB,Ryzen 9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3070,,4,"$1,479.00 "
MSI,CYBORG1512043SKU,15.6 Inches,Black,1 TB,Core i7-12650H,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,,"$2,199.00 "
Lenovo,Yoga,15.6 Inches,Iron Grey,512 GB,Core i5-10210U,8 GB,Windows 10 Home,"Backlit Keyboard,Fingerprint Reader",Integrated,,,1,$714.00 
ASUS,ROG Zephyrus S GX531,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Pro,,Dedicated,NVIDIA GeForce RTX 2080 Max-Q,,3.8,"$3,499.99 "
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
acer,Acer 13.3inch Chromebook,13.3 Inches,Silver,64 GB,MediaTek_MT8127,4 GB,Chrome OS,,Integrated,PowerVR GX6250,,4.5,$209.99 
Alienware,,13.3 Inches,Epic Silver,512 GB,,16 GB,Windows 10,Anti-glare,Dedicated,NVIDIA GeForce GTX 1060,3.8 GHz,3.7,"$1,649.95 "
Dell,Precision 5760 Laptop,17 Inches,Silver,512 GB,Core i7,32 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia RTX A2000,,,,"$2,188.30 "
Dell,,14 Inches,Green,1 TB,Ryzen 7,64 GB,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Integrated,Intel UHD Graphics,,,$959.99 
Dell,Dell Latitude,14 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,,1,"$1,195.00 "
Dell,4PH18,14 Inches,,256 GB,Intel Core i7,16 GB,Windows 10 Pro,,Integrated,Intel HD Graphics 620,1.8 GHz,,"$1,725.99 "
Dell,Precision 5000,15.6 Inches,,1 TB,Core i9,32 GB,Windows 10 Pro,"InfinityEdge, Anti-glare Screen",RTX A2000,NVIDIA RTX A2000,,,"$3,395.19 "
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Lenovo,82R70000US,14 Inches,,512 GB,Core i7,16 GB,Windows 11,"Backlit Keyboard,Fingerprint Reader",Integrated,,1.7 GHz,3,$869.99 
Dell,Latitude,14 Inches,,256 GB,Core i3,8 GB,Windows 11 Pro,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,,$724.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Latitude,14 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,Information Not Available,Integrated,,,,"$1,681.96 "
Dell,Precision 5000,15.6 Inches,Aluminum Titan Gray,256 GB,Core i5,8 GB,Windows 10 Pro,"InfinityEdge, Anti-glare Screen",RTX A1000,,,5,"$1,385.56 "
Dell,XPS9365-7086SLV-PUS,13.3 Inches,Silver,256 GB,Core i7,16 GB,Windows 10 Home,"Backlit Keyboard,Fingerprint Reader",Integrated,,,3.1,"$1,299.99 "
Dell,Latitude,14 Inches,Gray,2 TB,Intel Core i5 1145G7,32 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,,"$1,599.00 "
Dell,Latitude,14 Inches,Silver,1 TB,Core i5 Family,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,1,"$1,222.99 "
Dell,Latitude 7430 Laptop,14 Inches,Aluminum,256 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,$980.99 
Dell,Precision 7750 Laptop,17.3 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia Quadro RTX 3000,,,,"$1,744.99 "
HP,Elitebook 840 G9,14 Inches,Natural Silver,2 TB,Core i7 Family,64 GB,Windows 11 Pro,"Fingerprint Reader, Spill resistant, High Definition Audio, Backlit Keyboard, Anti Glare Coating",Integrated,,,,"$2,249.99 "
Dell,XPS 9300 Laptop,13.3 Inches,Platinum Silver,1000 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,"$1,199.81 "
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Precision 7750 Laptop,17.3 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia Quadro RTX 3000,,,,"$1,744.99 "
HP,Elitebook 840 G9,14 Inches,Natural Silver,2 TB,Core i7 Family,64 GB,Windows 11 Pro,"Fingerprint Reader, Spill resistant, High Definition Audio, Backlit Keyboard, Anti Glare Coating",Integrated,,,,"$2,249.99 "
Dell,XPS 9300 Laptop,13.3 Inches,Platinum Silver,1000 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,"$1,199.81 "
Dell,Latitude 5520,15.6 Inches,,2 TB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,3 GHz,,"$1,853.99 "
Dell,Lititude 7390 P29S 2 IN 1,13.3 Inches,Black,256 GB,Intel Core i7 Extreme,16 GB,Windows 10 Pro,Anti-glare,Integrated,,,,"$1,493.99 "
Dell,RYHN2,14 Inches,,512 GB,Intel Core i7,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,NVIDIA GeForce MX250,,,"$2,099.00 "
Dell,Inspiron 15 5000,15.6 Inches,Silver matte,1 TB,Core i5,8 GB,Windows 10,,Integrated,HD Integrated Graphics,,3.8,$899.81 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,Inspiron 7420 Laptop,14 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,$899.99 
Lenovo,Lenovo Ideapad,15.6 Inches,Red,256 GB,Core i5,8 GB,Windows 10,Anti-glare,Integrated,,,4,$550.00 
Lenovo,ThinkPad T14 Gen 2,14 Inches,Black,512 GB,,16 GB,Windows 10 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,,"$1,049.00 "
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Lenovo,ThinkPad T14 Gen 2,14 Inches,Black,512 GB,,16 GB,Windows 10 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,,"$1,049.00 "
Dell,Precision,15.6 Inches,Gray,2 TB,Core i7 Family,64 GB,Windows 10 Pro,"Backlit Keyboard,Fingerprint Reader",Dedicated,,,5,"$1,799.81 "
HP,,11.6 Inches,,256 GB,Pentium,8 GB,Windows 11 Pro,,Integrated,Intel UHD Graphics,,,$657.24 
Dell,XPS 9320 Laptop,13.4 Inches,Silver,1000 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,5,"$1,304.99 "
Lenovo,ThinkPad X1 Yoga Gen 7,14 Inches,,256 GB,Core i5,16 GB,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,,,"$1,339.24 "
Dell,Latitude 5520,15.6 Inches,,4 TB,Core i7,64 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,3 GHz,,"$2,622.99 "
acer,Latitude 5000,14 Inches,,256 GB,Core i5 Family,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,$925.00 
Lenovo,Touch,14 Inches,Onyx Black,,Ryzen 5 3500U,8 GB,Windows 10 Home,,Integrated,AMD Radeon Vega 8,,3.6,$699.00 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,"$1,718.99 "
Lenovo,Lenovo Thinkpad,15.6 Inches,,,Core i7,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,NVIDIA Quadro T1200,2.3 GHz,5,"$1,799.99 "
Dell,Latitude 3420 Laptop,14 Inches,Black,256 GB,Core i3,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,$627.99 
Gigabyte,G5 GD-51US123SH,15.6 Inches,Black,512 GB,Intel Mobile CPU,16 GB,Windows 10 Home,Anti-glare,Dedicated,,,3.6,$698.25 
Dell,5401,14 Inches,Black,256 GB,Core i7 Family,16 GB,Windows 10 Pro,Fingerprint Reader,Integrated,,,,"$1,185.77 "
Lenovo,Legion 7,15.6 Inches,,512 GB,Core i7,16 GB,Windows 10 Home,,Dedicated,NVIDIA GeForce RTX 2070 Max-Q,2.6 GHz,,"$2,499.00 "
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
ASUS,ASUS X551CA-HCL1201L,15.6 Inches,Black,500 GB,Celeron,4 GB,Windows 8,,Integrated,Intel HD Graphics,,4.3,$380.09 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Latitude 7320 2-in-1,13.3 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,$783.16 
Dell,Latitude Rugged 5424 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,"$1,299.95 "
Dell,Latitude 7000,14 Inches,Carbon Black,512 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,"$1,985.86 "
LG,17ZT90P-G.AX33U1,17 Inches,Black,256 GB,Core i3,8 GB,Windows 10 Home,Fingerprint,Integrated,,,,"$1,099.00 "
Dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,$807.99 
Dell,Latitude 9000,14 Inches,Graphite,256 GB,Core i5,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,"$1,050.66 "
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Toughbook,CF-20 MK2,10.1 Inches,,256 GB,Intel Core i5,8 GB,Windows 10 Pro,Support Stylus,Integrated,Intel HD Graphics 615,,,$508.74 
Dell,Latitude 7440 Laptop,14 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,"$1,238.73 "
Dell,XPS 9520 Laptop,15.6 Inches,Platinum Silver,1000 GB,Core i7,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050,,5,"$1,680.99 "
Dell,Inspiron 5620 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,$931.99 
Dell,Dell Inspiron 16 5625,16 Inches,Silver,1000 GB,AMD Ryzen 7,64 GB,Windows 11 Pro,,Integrated,AMD Radeon Graphics,,,"$1,006.99 "
Dell,Inspiron 7415 2-in-1,14 Inches,Grey,512 GB,AMD Ryzen 7,8 GB,Windows 11 Home,Wifi & Bluetooth,AMD Integrated Graphics,,,,$633.99 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Precision 7760 Laptop,17.3 Inches,Silver,512 GB,Core i7,32 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia RTX A4000,,,,"$2,891.99 "
Dell,Dell Latitude 7320,13 Inches,Black,256 GB,Core i7,16 GB,Windows 11,,Integrated,Intel Iris Xe Graphics,,,$749.99 
Dell,Precision,15.6 Inches,Black,256 GB,Core i7 Family,8 GB,Windows 10 Home 64,Backlit Keyboard,Dedicated,,,,"$1,299.81 "
Dell,Latitude,14 Inches,Silver,1 TB,Core i5 Family,16 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,,$834.99 
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,,15.6 Inches,,256 GB,Intel Core i5,16 GB,Windows 11 Home,Anti-glare,Integrated,Intel UHD Graphics,4.2 GHz,,$579.99 
Dell,Latitude 7320 Laptop,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,$781.99 
Lenovo,,,,,,16 GB,Windows 10 Pro,,Integrated,,,,"$1,499.00 "
Lenovo,ThinkPad,14 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Pro,Dolby,Integrated,,,4.8,"$1,999.00 "
Apple,,,,2 TB,,32 GB,Mac OS,,Dedicated,,,,"$3,699.00 "
Dell,Latitude 7320 Laptop,13.3 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,$708.99 
HP,15-EG0070WM,15.6 Inches,Lunar Gold,512 GB,Core i7 Family,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,,,,$979.00 
Dell,Dell Latitude,14.1 Inches,Black,,Core i7,8 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.9 GHz,4,$389.00 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Dell Latitude 7000 E7470,14 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare,Integrated,,,2.8,$524.00 
Lenovo,Lenovo Thinkpad,15.6 Inches,,256 GB,Core i7-4700MQ,16 GB,Windows 10 Pro,"Backlit Keyboard,Fingerprint Reader",Dedicated,NVIDIA Quadro K1100M,,2.5,$422.00 
Dell,Vostro,14 Inches,,2 TB,Core i5,64 GB,Windows 11 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,,3,"$1,381.99 "
hp,HP Spectre,13.3 Inches,Dark Ash,1 TB,Core i7-10510U,16 GB,Windows 10 Home,Fingerprint Reader,Integrated,,,4.7,"$2,499.00 "
HP,Elite Dragonfly,13.3 Inches,Blue,,Intel Core i5,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.6 GHz,5,"$2,299.00 "
Dell,,14 Inches,Green,1 TB,Ryzen 7,32 GB,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Integrated,Intel UHD Graphics,,4,$877.99 
Lenovo,Lenovo Thinkpad,14 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,Spill-resistant,Integrated,,3 GHz,,"$1,102.77 "
Dell,,15.6 Inches,Black,,Core i7,16 GB,Windows 10 Home,,Dedicated,NVIDIA GeForce GTX 1050 Ti,"2.2, 3.9 GHz",,"$1,169.81 "
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 
Dell,Dell Inspiron 16 5625,16 Inches,Silver,2000 GB,AMD Ryzen 7,32 GB,Windows 11 Pro,,Integrated,AMD Radeon Graphics,,,$989.99 
Dell,Precision 7770,17 Inches,,2 TB,Intel Core i7,64 GB,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA GeForce RTX A4500,,,"$3,378.36 "
Tocosy,LAPTOP T12,11.6 Inches,White,64 GB,Atom Z8350,4 GB,Windows 10,,Integrated,Intel,,5,$229.00 
Lenovo,ThinkPad T440p,14 Inches,Black,500 GB,Core i5,8 GB,Windows 7,,Integrated,Integrated,,3.4,$399.00 
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,$999.99 
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,32 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3080 Ti,,,"$2,799.95 "
Dell,XPS 9520 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050 Ti,,3.3,"$1,752.99 "
Dell,XPS,17 Inches,Platinum Silver,512 GB,Core i7 Family,32 GB,Windows 10,"Anti-glare,Backlit Keyboard,Fingerprint Reader",GeForce GTX 1650 Ti,,,,"$2,599.00 "
Dell,Precision 3570 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,"$1,005.99 "
Dell,Latitude 5431 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,$959.99 
MSI,WS66 10TMT-207,15.6 Inches,Space Gray,,Core i9,64 GB,Windows 10 Pro,,Dedicated,NVIDIA Quadro RTX 5000,2.4 GHz,4.7,"$7,399.00 "
Dell,XPS,15.6 Inches,Silver,2 TB,Core i9,16 GB,Windows 10 Pro,,"Integrated, Dedicated",Intel,,,"$2,940.99 "
HP,Pavilion,15 Inches,,1 TB,Core i7,32 GB,Windows 11 Pro,"Backlit Keyboard,Numeric Keypad",Integrated,,,5,"$1,299.00 "
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5,$389.99 
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5,"$1,599.00 "
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1,"$1,699.00 "
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 
Dell,Dell Latitude,15.6 Inches,,,Core i5,8 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.6 GHz,5,$210.00 
HP,ZBook Fury 15 G8,15.6 Inches,,1 TB,Core i9,64 GB,Windows 10 Pro,"Anti-glare Screen, Miracast Technology","RTX A5000,UHD Graphics",NVIDIA Intel RTX A5000 UHD Graphics,,1,"$4,999.00 "
Dell,Precision 7560 Laptop,15.6 Inches,Silver,1000 GB,Core i9,32 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia T1200,,,,"$4,000.00 "
Dell,XPS 13,13.3 Inches,Silver,256 GB,Core i7,8 GB,Windows 8,,Dedicated,Intel HD Graphics 5500,,3.4,$999.00 
